          KEY                                SCORE
                   0                  0
                   1                  0
            22110210                  0.0008100000000000002
            22110211                  0.11000000000000001
           201220101                  6.528619326871496e-86
           210010120                  0
                  10                  0
                  12                  0
           201220111                  1.0128519897694056e-71
           120021010                  1.6173092699229962e-65
           221102100                  1.0449567633177939e-92
                  21                  0
           110002200                  0
           110002201                  0
           221102110                  -0.09090909090909
           221102112                  -0.09090909000000001
           221012001                  6.29243540644925e-128
           110002210                  0
           122200101                  0
           101212200                  6.041942718634782e-86
           221102121                  9.749231931617774e-26
           221012010                  4.638399905119366e-55
           221012011                  3.308456453528957e-44
           110002221                  0
           122200110                  0
           122200111                  0.009000000000000001
           101212210                  -0.09090909090908189
           101212212                  -0.09090909090909091
           101122102                  0.1
           210010122                  2.1232619541112592e-92
           100221000                  0.0
           100221001                  1.9622177898881935e-246
           101122122                  2.7450531853442045e-60
           121210210                  1.791633064367671e-42
           210002001                  0
           100221010                  1.2900700781701121e-90
           100221012                  1.1864758197419732e-40
           102120121                  5.6573879166768595e-31
            11122020                  3.006569220174535e-37
           210002010                  0
           210002011                  0
           100221021                  1.6677181699666592e-19
           201212001                  7.290000000000002e-05
           120111202                  7.069650490151076e-51
                 100                  0
                 102                  0
            21201000                  0
           201212010                  0.0008100000000000002
           201212011                  2.9793541889700784e-15
           210010221                  5.3144100000000034e-08
           120021102                  6.561000000000002e-06
                 112                  0
            21201010                  0
            21201012                  0
                 120                  0
                 121                  0
           221102101                  -0.09090909090909091
           221102211                  4.99427024759993e-183
           221012101                  6.43134470040822e-36
           221012110                  0.009000000000000001
            11002000                  0
            11002002                  1.1259684642548853e-137
           122110102                  1.455767728713651e-66
           101122200                  3.9867234792608165e-125
           101122201                  1.0611166119964783e-69
            11002012                  0
           101122210                  3.679935005567665e-58
            11002020                  0
            11002021                  0
           122110122                  2.0419561698473018e-53
           122020011                  1.5311524169628686e-100
           100221100                  5.075287860564185e-77
           101122221                  2.7552952440617767e-245
           100221102                  7.16418315469278e-188
           210002100                  0
           210002101                  0
           100221112                  1.0285059191706385e-275
           210122100                  0.009000000000000001
           112001212                  3.14039364123969e-13
           210002110                  0
           100221120                  4.782969000000004e-09
           100221121                  3.381391913522742e-58
            22012101                  2.824295364810003e-14
           220111221                  5.315421830922872e-08
                 201                  0
              110212                  0
            21201100                  0
            21201102                  0
            22012111                  3.4336838202925215e-35
           201122001                  2.9512665430653e-105
                 210                  0
                 211                  0
           122211012                  2.824295364810003e-14
            21201112                  -0.09100000000000001
           201212121                  3.4867844010017754e-12
           120021210                  7.290000000000002e-05
           201122011                  3.4950701875631235e-37
            21201121                  0.1
           212001000                  4.628837403188839e-215
           212001001                  7.976644307687267e-27
           122102001                  4.821711048900004e-09
           212001010                  3.533408349463678e-149
           221012211                  2.0589113209464926e-17
           212001012                  5.3144100000000034e-08
            11002102                  5.814973700304019e-30
           101212201                  2.684888357495207e-16
           122110200                  4.122823176859517e-295
           122110201                  4.782969020602627e-09
           122102010                  0.1
           212001021                  3.588051131109542e-126
           220111102                  0.009000000000000001
           100000000                  0
           100000002                  0
           122110212                  1.414109844077883e-149
             2212101                  3.1637210396167197e-75
            11002120                  0
            11002122                  1.8780422921905022e-155
           100000012                  0
           122020110                  2.1679375999924262e-23
           122020111                  0.0008100000000000002
           100221201                  1.0466283219615036e-80
           211022110                  -0.09090909090909091
           220021011                  3.800613527291894e-12
           100000020                  0
           100000021                  0
           100221210                  4.782969000000004e-09
             2122011                  9.566220429536496e-09
           121200010                  0
            21112200                  0
           201122100                  9.84770902183613e-25
           201122101                  1.4086722027738912e-272
           110200201                  7.178979876918541e-28
            21201211                  0.1
            12101002                  2.4650347049580793e-61
           201122110                  -0.09100000000000001
           102220101                  6.461081889226688e-29
           201122121                  1.2320233115273115e-159
           212001100                  1.213260708003993e-182
           212001102                  1.5818473613951067e-21
           102220111                  0.00014637927069000004
            20210001                  0
            21021010                  0
           200221011                  4.3046721000000035e-10
            21021012                  5.904900000000003e-07
            12120121                  -0.1
           212001112                  1.4139338551343365e-50
            11002201                  0
            20210010                  0
            20210011                  0
           212001120                  2.9551406066047447e-105
           212001121                  3.197435145007392e-197
            11002210                  0
            11002212                  0
           100000102                  0
           121201000                  0
           121201002                  0
